index,song,artist,views,n_verses,n_rows,lyric,clean_lyric,genre,directory
0, Mighty Lady, 4 Non Blondes,  242, 6,35.0,"['Lost my peace of mind', ""So quickly I'm aware"", 'And the thoughts of speak', 'Are sifting through the air', 'With my constant movement', 'I drop down to my knees', 'There’s just no attempt', 'To pin the tail on me', '\n', 'Pull my masculine dancer', 'In guidant to the mighty lady', 'Fill fragile into bray', 'For what’s your name?', '\n', 'Climbing up the walls', 'The valley far below', 'Time will only tell', 'Which way the wind will blow', '\n', 'Key me up my faith', 'And throw away the spare', 'I keep moving forward', 'Hoping she’ll be there', '\n', 'Hear this baby crying', 'That’s okay', 'Where’s your mom?', 'Oh, poor baby', 'With this steel emotion', '\n', 'That’s okay', 'Where’s your shame?', 'Don’t criticize me', 'And still to marvel pray', 'For what’s your name', '\n']",lost my peace of mind so quickly im aware and the thoughts of speak are sifting through the air with my constant movement i drop down to my knees there’s just no attempt to pin the tail on me  pull my masculine dancer in guidant to the mighty lady fill fragile into bray for what’s your name  climbing up the walls the valley far below time will only tell which way the wind will blow  key me up my faith and throw away the spare i keep moving forward hoping she’ll be there  hear this baby crying that’s okay where’s your mom oh poor baby with this steel emotion  that’s okay where’s your shame don’t criticize me and still to marvel pray for what’s your name ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___4-non-blondes____4-non-blondes_mighty-lady_.txt
0, Morphine And Chocolate, 4 Non Blondes,  2.163, 5,24.0,"['Substitute my gloom with happiness', 'Substitute my sickness with health', 'Substitute my enemies with real good friends', 'Morphine and chocolate are my substitute, substitutes.', '\n', 'Morphine and chocolate can bring me up', 'Can warm my heart whenever I want', 'And every once in a while when I stop n think', 'Morphine and chocolate are my substitute, substitutes.', '\n', 'And u can say ""hey, weve really come a long way""', 'N u can say ""hey, it can only b this way""', 'But you might b careful, it really hurts when its real', 'You might b careful, it really hurts when its real', 'You will go down, down, down, oh', '\n', 'Set the alarm clock baby', 'Dont u miss the sun?', ""I'm feeling very warm hearted baby"", ""Dont know I'm feeling like someone"", ""I'm fearing for my life again and again I'm fearing for my heart"", 'Morphine and chocolate would never substitute my art', '\n', 'And thats real love baby', 'And thats real love baby', 'And thats real love baby', '\n']",substitute my gloom with happiness substitute my sickness with health substitute my enemies with real good friends morphine and chocolate are my substitute substitutes  morphine and chocolate can bring me up can warm my heart whenever i want and every once in a while when i stop n think morphine and chocolate are my substitute substitutes  and u can say hey weve really come a long way n u can say hey it can only b this way but you might b careful it really hurts when its real you might b careful it really hurts when its real you will go down down down oh  set the alarm clock baby dont u miss the sun im feeling very warm hearted baby dont know im feeling like someone im fearing for my life again and again im fearing for my heart morphine and chocolate would never substitute my art  and thats real love baby and thats real love baby and thats real love baby ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___4-non-blondes____4-non-blondes_morphine-and-chocolate_.txt
0, Liez, 55 Escape,  1.422, 12,41.0,"['Liez!', 'Liez!', '\n', 'I can not say no more', 'I can not say too', ""I'm not says no more"", 'I can not stay forever', '\n', 'How could I trust those (liez!)', 'Why did you say that to me', 'How could I trust those (liez!)', ""Maybe it's now or never"", '\n', ""Feels like I'm falling"", 'To the ground', ""(Like I'm falling down, can you hear the sound as I touch the ground. I'm falling)"", ""I'm standing on the edge"", ""Can't see the ground"", ""(Like I'm falling down, can you feel the ground, it's a long way down)"", '\n', 'I... I think I lost my mind', 'I think I lost this time', 'How could I be so blind', '(x2)', '\n', ""(Now it's all gone again!)"", '\n', ""Now it's all gone again"", ""Now it's all lost forever"", ""Now it's all gone again"", 'We can not tell you never', '\n', 'How could I trust those (liez!)', 'Why did you say that to me', 'How could I trust those (liez!)', ""Maybe it's now or never"", '\n', ""Feels like I'm falling"", 'To the ground', ""(Like I'm falling down, can you hear the sound as I touch the ground. I'm falling)"", ""I'm standing on the edge"", ""Can't see the ground"", ""(Like I'm falling down, can you feel the ground, it's a long way down)"", '\n', 'I... I think I lost my mind', 'I think I lost this time', 'How could I be so blind', '(x2)', '\n', 'I think I lost my mind', 'I think I lost this time', 'How could I be so blind', '\n', 'I... I think I lost my mind', 'I think I lost this time', 'How could I be so blind', '(x4)', '\n']",liez liez  i can not say no more i can not say too im not says no more i can not stay forever  how could i trust those (liez) why did you say that to me how could i trust those (liez) maybe its now or never  feels like im falling to the ground (like im falling down can you hear the sound as i touch the ground im falling) im standing on the edge cant see the ground (like im falling down can you feel the ground its a long way down)  i i think i lost my mind i think i lost this time how could i be so blind (x2)  (now its all gone again)  now its all gone again now its all lost forever now its all gone again we can not tell you never  how could i trust those (liez) why did you say that to me how could i trust those (liez) maybe its now or never  feels like im falling to the ground (like im falling down can you hear the sound as i touch the ground im falling) im standing on the edge cant see the ground (like im falling down can you feel the ground its a long way down)  i i think i lost my mind i think i lost this time how could i be so blind (x2)  i think i lost my mind i think i lost this time how could i be so blind  i i think i lost my mind i think i lost this time how could i be so blind (x4) ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1353486_.txt
0, Forever, 55 Escape,  4.053, 12,45.0,"['WAKE!', '\n', 'I am crawling on my knees', 'I am tied of begging please', 'I am falling down the stairs', '(WAKE UP! YOUR WEAK!)', '\n', 'In my head or when the raise', 'But my life has gone to waste', 'I am falling on my face', '(YOUR WEAK! YOUR WEAK!)', '\n', 'Watch me turn this so wrong', 'Take that pain from my life', 'Walk that distance from fear', 'Forever! [x2]', '\n', 'FOREVER!', '\n', 'WAKE!', '\n', 'I am crawling on my knees', '(WAKE UP! YOUR WEAK!)', 'I am falling on my face', '(WAKE UP! YOUR WEAK!)', '\n', 'I am crawling on my knees', 'I am tied of begging please', 'I am falling down the stairs', '(WAKE UP! YOUR WEAK!)', '\n', 'Watch me turn this so wrong', 'Take that pain from my life', 'Walk that distance from fear', 'Forever![x2]', '\n', '(I AM FALLING ON MY FACE)', '\n', 'FOREVER!', '\n', 'Watch me turn this so wrong', 'Take that pain from my life', 'Walk that distance from fear', 'Forever![x6]', '\n']",wake  i am crawling on my knees i am tied of begging please i am falling down the stairs (wake up your weak)  in my head or when the raise but my life has gone to waste i am falling on my face (your weak your weak)  watch me turn this so wrong take that pain from my life walk that distance from fear forever x2]  forever  wake  i am crawling on my knees (wake up your weak) i am falling on my face (wake up your weak)  i am crawling on my knees i am tied of begging please i am falling down the stairs (wake up your weak)  watch me turn this so wrong take that pain from my life walk that distance from fear foreverx2]  (i am falling on my face)  forever  watch me turn this so wrong take that pain from my life walk that distance from fear foreverx6] ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1355674_.txt
0, Another Me, 55 Escape,  676, 11,60.0,"['I see their eyes', 'They follow me', 'I try to be', 'Another ME!', '\n', 'What about this question (QUESTION!)', 'What about this endless question', 'What about this paper-war (WAR!)', 'What about this fucking vendges', '\n', 'What about this murder (MURDER!)', 'Give me my god I need him', 'Give me my murder (MURDER!)', 'Give me my endless war', '\n', 'Take me to end this flight', 'Move me from colden night', 'I take next flight out of here', '\n', '(TRY TO BE)', 'I see their eyes', 'They follow me', 'I try to be', 'Another me', '[x2]', '\n', 'What about this killing (KILLINGS!)', 'What about this ruthless killing', 'What about this fucking war (FUCKING WAR)', 'What about this fucking vendges', '\n', 'What about this murder (MURDER)', 'Give me my god I need him', 'Give me my murder (MURDER!)', 'Give me my freedom BACK!', '\n', 'Take me to end this flight', 'Move me from colden night', 'I take next flight out of here', '\n', '(TRY TO BE)', 'I see their eyes', 'They follow me', 'I try to be', 'Another me', '[x2]', '\n', 'What about this killing', 'What about this ruthless killing', 'What about this killing', 'What about this fucking killing', '[x3 times]', '\n', '(TRY TO BE)', 'I see their eyes', 'They follow me', 'I try to be', 'Another me', '[x2]', '\n']",i see their eyes they follow me i try to be another me  what about this question (question) what about this endless question what about this paper-war (war) what about this fucking vendges  what about this murder (murder) give me my god i need him give me my murder (murder) give me my endless war  take me to end this flight move me from colden night i take next flight out of here  (try to be) i see their eyes they follow me i try to be another me x2]  what about this killing (killings) what about this ruthless killing what about this fucking war (fucking war) what about this fucking vendges  what about this murder (murder) give me my god i need him give me my murder (murder) give me my freedom back  take me to end this flight move me from colden night i take next flight out of here  (try to be) i see their eyes they follow me i try to be another me x2]  what about this killing what about this ruthless killing what about this killing what about this fucking killing x3 times]  (try to be) i see their eyes they follow me i try to be another me x2] ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1355779_.txt
0, My Side, 55 Escape,  738, 10,29.0,"['Come to my side', 'Come to my side', '\n', 'I keep my word in silence', ""You gotta peace' off"", 'I never find myself in this situation', 'The beauty that surrounds me', 'The lights are shining off', 'I never saw myself in this place', '\n', ""You know I'm trying"", ""I'm trying to get over"", ""Just be right here when it's all over"", ""Don't make me waiting"", 'Waiting to decide', ""Will you be here when it's all over?"", '\n', 'Come to my side (come to my side)', ""I just can't be here all alone"", ""I'll pray tonight (I'll pray tonight)"", ""I just can't let this anymore"", '\n', 'All have been some pieces', 'You pick them all up', 'You come and make me', 'Whole again', '\n', ""You know I'm trying"", ""I'm trying to get over"", ""Just be right here when it's all over"", ""Don't make me waiting"", 'Waiting to decide', ""Will you be here when it's all over?"", '\n', 'Come to my side (come to my side)', ""I just can't be here all alone"", ""I'll pray tonight (I'll pray tonight!)"", ""I just can't let this anymore"", '\n', 'Come to my side', 'Come to my side', '\n', 'Come to my side (come to my side)', ""I just can't be here all alone"", ""I'll pray tonight (I'll pray tonight)"", ""I just can't let this anymore"", '\n', 'Come to my side (come to my side)', ""I just can't be here all alone"", ""I'll pray tonight (I'll pray tonight)"", ""I just can't let this anymore"", '\n']",come to my side come to my side  i keep my word in silence you gotta peace off i never find myself in this situation the beauty that surrounds me the lights are shining off i never saw myself in this place  you know im trying im trying to get over just be right here when its all over dont make me waiting waiting to decide will you be here when its all over  come to my side (come to my side) i just cant be here all alone ill pray tonight (ill pray tonight) i just cant let this anymore  all have been some pieces you pick them all up you come and make me whole again  you know im trying im trying to get over just be right here when its all over dont make me waiting waiting to decide will you be here when its all over  come to my side (come to my side) i just cant be here all alone ill pray tonight (ill pray tonight) i just cant let this anymore  come to my side come to my side  come to my side (come to my side) i just cant be here all alone ill pray tonight (ill pray tonight) i just cant let this anymore  come to my side (come to my side) i just cant be here all alone ill pray tonight (ill pray tonight) i just cant let this anymore ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1355780_.txt
0, Spoken, 55 Escape,  875, 11,54.0,"['Can I speak my mind', 'Something spoken to you', 'Can I run from the time', 'Broken lives escaped', '\n', 'Once you cross the line', ""There's no turning back"", 'I can show you the way', 'I will kill my past', '\n', 'I am trying to (I AM TRYING TO)', 'Getting closer you (GETTING CLOSER YOU)', 'You are drifting away from me', 'Once I loved for you (ONCE I LOVED FOR YOU)', 'I been needing to (I BEEN NEEDING TO)', ""For I'm not getting trought to you"", '\n', 'Cause you are', 'The only sun in me', 'And I will', ""Find what I've done"", '\n', '(Gotta get you back)', '(I can see right trough you)', '(Until my eyes are closed)', '(And I shot you out)', '[x2 times]', '\n', 'Can I speak my mind', 'Something spoken to you', 'I can show you the way', 'I will kill my past', '\n', 'I am trying to (I AM TRYING TO)', 'Getting closer you (GETTING CLOSER YOU)', 'You are drifting away from me', 'Once I loved for you (ONCE I LOVED FOR YOU)', 'I been needing to (I BEEN NEEDING TO)', ""For I'm not getting trought to you"", '\n', 'Cause you are', 'The only sun in me', 'And I will', ""Find what I've done"", '\n', 'Gotta get to you!', 'I gonna bring you back to me!', '[x8]', '\n', 'Cause you are', 'The only sun in me', 'And I will', ""Find what I've done"", '\n', '(Gonna get you back)', '(I can see right trough you)', '(Until my eyes are closed)', '(And I shut you out)', '[x2]', '\n']",can i speak my mind something spoken to you can i run from the time broken lives escaped  once you cross the line theres no turning back i can show you the way i will kill my past  i am trying to (i am trying to) getting closer you (getting closer you) you are drifting away from me once i loved for you (once i loved for you) i been needing to (i been needing to) for im not getting trought to you  cause you are the only sun in me and i will find what ive done  (gotta get you back) (i can see right trough you) (until my eyes are closed) (and i shot you out) x2 times]  can i speak my mind something spoken to you i can show you the way i will kill my past  i am trying to (i am trying to) getting closer you (getting closer you) you are drifting away from me once i loved for you (once i loved for you) i been needing to (i been needing to) for im not getting trought to you  cause you are the only sun in me and i will find what ive done  gotta get to you i gonna bring you back to me x8]  cause you are the only sun in me and i will find what ive done  (gonna get you back) (i can see right trough you) (until my eyes are closed) (and i shut you out) x2] ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1355781_.txt
0, Step Back, 55 Escape,  520, 9,52.0,"['I cry', 'To feel alive I', 'Just wanna reach for you', 'And make you remember', 'Cause I cry', 'To hold hold you back I', ""Feel like I'm loosing you"", ""I'm loosing my mind"", '[x2]', '\n', 'I make you step back!', 'Just say goodbye!', 'I make you step back!', 'Just go away!', '[x2]', '\n', 'I CRY!', '\n', 'I tried to reach for you', 'But the fact is the matter if I loose you too', 'I see you every place I go', 'When you leave I start to loose control', '\n', 'I hold it back from you', 'Cause I know in my heart she will never to', 'I see you every place I go', 'When you leave I start to loose control', '\n', 'I cry', 'To feel alive I', 'Just wanna reach for you', 'And make you remember', 'Cause I cry', 'To hold hold you back I', ""Feel like I'm loosing you"", ""I'm loosing my mind"", '\n', 'I make you step back!', 'Just say goodbye!', 'I make you step back!', 'Just go away!', '[x2]', '\n', 'I cry', 'To feel alive I', 'Just wanna reach for you', 'And make you remember', 'Cause I cry', 'To hold hold you back I', ""Feel like I'm loosing you"", ""I'm loosing my mind"", '\n', 'I make you step back!', 'Just say goodbye!', 'I make you step back!', 'Just go away!', '[x2]', '\n']",i cry to feel alive i just wanna reach for you and make you remember cause i cry to hold hold you back i feel like im loosing you im loosing my mind x2]  i make you step back just say goodbye i make you step back just go away x2]  i cry  i tried to reach for you but the fact is the matter if i loose you too i see you every place i go when you leave i start to loose control  i hold it back from you cause i know in my heart she will never to i see you every place i go when you leave i start to loose control  i cry to feel alive i just wanna reach for you and make you remember cause i cry to hold hold you back i feel like im loosing you im loosing my mind  i make you step back just say goodbye i make you step back just go away x2]  i cry to feel alive i just wanna reach for you and make you remember cause i cry to hold hold you back i feel like im loosing you im loosing my mind  i make you step back just say goodbye i make you step back just go away x2] ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1355782_.txt
0, Burn, 55 Escape,  558, 11,35.0,"['Burn... Burn... BURN! BURN!', '\n', 'I am falling deeper,', 'And deeper into my mind', 'I do feel a fire,', 'Inside me so strong this time', '\n', ""Feels like I'm going to change just inside"", '(Feel a fire, Inside me so strong this time, burn)', ""Feels like I'm going to change just inside"", '(Falling deeper and deeper into my mind)', '\n', 'BURN!', ""There's a fire deep inside of me (BURN!)"", 'I am burning for returnity (BURN!)', ""There's a fire deep inside of me (BURN!)"", 'I am burning for returnity', '\n', 'I am falling deeper,', 'And deeper into my soul', 'Dare you, take me away from this place', ""I'm so cold"", '\n', ""Feels like I'm going to change just inside"", '(Feel a fire, Inside me so strong this time, burn)', ""Feels like I'm going to change just inside"", '(Falling deeper and deeper into my mind)', '\n', 'BURN!', ""There's a fire deep inside of me (BURN!)"", 'I am burning for returnity (BURN!)', ""There's a fire deep inside of me (BURN!)"", 'I am burning for returnity', '\n', '(BURN!) I am, I do (BURN!)', '(BURN!) I am, I do (BURN!)', '\n', ""Feels like I'm going to change just inside.."", '\n', 'BURN!', ""There's a fire deep inside of me (BURN!)"", 'I am burning for returnity (BURN!)', ""There's a fire deep inside of me (BURN!)"", 'I am burning for returnity', '\n', ""Feels like I'm going to change just inside.."", ""There's a fire deep inside of me!"", ""Feels like I'm going to change just inside.."", 'Iam burning for returnity!', '\n']",burn burn burn burn  i am falling deeper and deeper into my mind i do feel a fire inside me so strong this time  feels like im going to change just inside (feel a fire inside me so strong this time burn) feels like im going to change just inside (falling deeper and deeper into my mind)  burn theres a fire deep inside of me (burn) i am burning for returnity (burn) theres a fire deep inside of me (burn) i am burning for returnity  i am falling deeper and deeper into my soul dare you take me away from this place im so cold  feels like im going to change just inside (feel a fire inside me so strong this time burn) feels like im going to change just inside (falling deeper and deeper into my mind)  burn theres a fire deep inside of me (burn) i am burning for returnity (burn) theres a fire deep inside of me (burn) i am burning for returnity  (burn) i am i do (burn) (burn) i am i do (burn)  feels like im going to change just inside  burn theres a fire deep inside of me (burn) i am burning for returnity (burn) theres a fire deep inside of me (burn) i am burning for returnity  feels like im going to change just inside theres a fire deep inside of me feels like im going to change just inside iam burning for returnity ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1355783_.txt
0, Open Your Eyes, 55 Escape,  1.964, 17,37.0,"[""There's a heaven for you"", ""Try to remain, don't fall"", ""There's a heaven for us all"", '\n', ""There's a heaven for you"", ""Try to remain, don't fall"", ""There's a heaven for us all"", '\n', ""DON'T WANNA SEE YOU FALL!"", '\n', ""There's a heaven for you"", ""Try to remain, don't fall"", ""There's a heaven for us all"", '\n', 'Open your eyes and see', 'Someone looks up for you', 'Open your mind and breathe', 'Open your eyes and see', 'Someone to care about', 'Open your mind and breathe', 'Open your eyes and fall!', '\n', 'To get to me, you get to try', 'You fall, you try again', ""I'm standing right here!"", 'To fall, to take a chance', 'You care a new law (new law, new law.)', '\n', ""DON'T WANNA SEE YOU FALL!"", '\n', ""There's a heaven for you"", ""Try to remain, don't fall"", ""There's a heaven for us all"", '\n', ""DON'T WANNA SEE YOU FALL!"", '\n', ""There's a heaven for you"", ""Try to remain, don't fall"", ""There's a heaven for us all"", '\n', 'Open your eyes', 'Open your mind', '\n', 'Open your eyes and see the beauty around you', 'Open your mind and breathe', 'Open your eyes and FALL!', '\n', 'To get to me, you get to try', 'You fall, you try again', ""I'm standing right here!"", 'To fall, to take a chance', 'You care a new law (new law, new law.)', '\n', ""DON'T WANNA SEE YOU FALL!"", '\n', ""There's a heaven for you"", ""Try to remain, don't fall"", ""There's a heaven for us all"", '\n', ""DON'T WANNA SEE YOU FALL!"", '\n', ""There's a heaven for you"", ""Try to remain, don't fall"", ""There's a heaven for us all"", '\n']",theres a heaven for you try to remain dont fall theres a heaven for us all  theres a heaven for you try to remain dont fall theres a heaven for us all  dont wanna see you fall  theres a heaven for you try to remain dont fall theres a heaven for us all  open your eyes and see someone looks up for you open your mind and breathe open your eyes and see someone to care about open your mind and breathe open your eyes and fall  to get to me you get to try you fall you try again im standing right here to fall to take a chance you care a new law (new law new law)  dont wanna see you fall  theres a heaven for you try to remain dont fall theres a heaven for us all  dont wanna see you fall  theres a heaven for you try to remain dont fall theres a heaven for us all  open your eyes open your mind  open your eyes and see the beauty around you open your mind and breathe open your eyes and fall  to get to me you get to try you fall you try again im standing right here to fall to take a chance you care a new law (new law new law)  dont wanna see you fall  theres a heaven for you try to remain dont fall theres a heaven for us all  dont wanna see you fall  theres a heaven for you try to remain dont fall theres a heaven for us all ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1566336_.txt
0, Angels & Demons, 55 Escape,  1.625, 9,44.0,"['Someone told me, to live is to die', 'I never thought it would come to this...', '\n', 'Like I told you', 'I did it for you.', 'How could you change your mind?', ""You're liar!"", 'Save me!', ""I'm calling you!"", 'You took my life!', '\n', 'This is a dirty thought,', '?', 'I think I saw you pass me by.', 'Save me!', ""I'm calling you!"", 'You took your life', 'For my pride!', '\n', 'Remember me as I drift away', 'Convert with the voices far away.', 'Remember me as I walk away...', '[To live is to die]', '\n', 'Murder!', 'Lies!', 'Corrupting my life!', '\n', 'My eternal,', 'Do you remember?', 'Can you still hear my voice?', 'From my pride!', 'Save me!', ""I'm calling you!"", 'You took my life, again!', '\n', ""It's gonna come around"", 'All back to hurt you', ""Don't think I'll pass you by"", 'No lies...', 'Save me!', ""I'm calling you!"", ""You're turning me off!"", '\n', 'Remember me as I drift away', 'Convert with the voices far away.', 'Remember me as I walk away...', '\n', 'Murder!', 'Lies!', 'Corrupting my life!', '\n']",someone told me to live is to die i never thought it would come to this  like i told you i did it for you how could you change your mind youre liar save me im calling you you took my life  this is a dirty thought  i think i saw you pass me by save me im calling you you took your life for my pride  remember me as i drift away convert with the voices far away remember me as i walk away to live is to die]  murder lies corrupting my life  my eternal do you remember can you still hear my voice from my pride save me im calling you you took my life again  its gonna come around all back to hurt you dont think ill pass you by no lies save me im calling you youre turning me off  remember me as i drift away convert with the voices far away remember me as i walk away  murder lies corrupting my life ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1837923_.txt
0, Denied, 55 Escape,  441, 10,38.0,"['Too late when the day turns into night!', ""Lets down of the place that feels we're light!"", 'Good bye, now I leave you all behind!', 'I know this was always meant for me!', '\n', ""I can't be! So wrong! Denide!"", ""Why don't you listen to me?"", 'So strong! So proud!', 'You cannot stop me!', '\n', 'So strong! So loud!', 'This is the end of today!', ""You're wrong! I'm right!"", 'No one can stop us now!', '\n', 'Deny me! Deep inside (deep inside!)', ""I'm gonna leave my world behind!"", 'I kill it tonight! Deep inside (deep inside!)', 'I touch my face!', ""I can't remain or be here tonight!"", '\n', ""Too late, I've been roaming on so long!"", 'I am all in fall within my head!', 'Good bye, now I leave it all behind!', 'I know this was always meant to be!', '\n', ""I can't be! So wrong! Denid!"", ""Why don't you listen to me?"", 'So strong! So proud!', 'You cannot stop me!', '\n', 'So strong! So loud!', 'This is the end of today!', ""You're wrong! I'm right!"", 'No one can stop us now!', '\n', 'Deny me! Deep inside (deep inside!)', ""I'm gonna leave my world behind!"", 'I kill it tonight! Deep inside (deep inside!)', 'I touch my face!', ""I can't remain or be here tonight!"", '\n', 'I know! Deep inside', ""I'm gonna leave my world behind!"", 'I kill it tonight! Deep inside', 'I touch my face!', ""I can't remain or be here tonight!"", '\n', 'Denied! (Deny me!) deep inside (deep inside!)', ""I'm gonna leave my world behind!"", 'I kill it tonight! Deep inside (deep inside!)', 'I touch my face!', ""I can't remain or be here tonight!"", '\n']",too late when the day turns into night lets down of the place that feels were light good bye now i leave you all behind i know this was always meant for me  i cant be so wrong denide why dont you listen to me so strong so proud you cannot stop me  so strong so loud this is the end of today youre wrong im right no one can stop us now  deny me deep inside (deep inside) im gonna leave my world behind i kill it tonight deep inside (deep inside) i touch my face i cant remain or be here tonight  too late ive been roaming on so long i am all in fall within my head good bye now i leave it all behind i know this was always meant to be  i cant be so wrong denid why dont you listen to me so strong so proud you cannot stop me  so strong so loud this is the end of today youre wrong im right no one can stop us now  deny me deep inside (deep inside) im gonna leave my world behind i kill it tonight deep inside (deep inside) i touch my face i cant remain or be here tonight  i know deep inside im gonna leave my world behind i kill it tonight deep inside i touch my face i cant remain or be here tonight  denied (deny me) deep inside (deep inside) im gonna leave my world behind i kill it tonight deep inside (deep inside) i touch my face i cant remain or be here tonight ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1887709_.txt
0, Cry, 55 Escape,  126, 9,51.0,"['This time, i sent the race from the sunshine', 'This time, i made you bleed on the outside', 'Couse you know i`m about to let you go', 'So tonight i`m gonna let you know', '\n', 'I hear you, don`t worry', 'I just act crazy sometimes', 'You know that, i`m sorry', 'It`s not the end of the life (life)', 'What see you cry', '\n', 'It`s getting old, i got to let you go', 'You make me crazy all this time', 'I got to let you go', 'It`s getting old, i got to let you go', 'You make me crazy all this time', 'I got to let you go', '\n', 'Next time, or don`t you play with your own mind', 'Next time you be your self for your own time', 'Couse you know i`m about to let you go', 'So tonight i`m gonna let you know', '\n', 'I hear you, don`t worry', 'I just act crazy sometimes', 'You know that, i`m sorry', 'It`s not the end of the life (life)', 'What see (what see) you (you) cry!', '\n', 'It`s getting old, i got to let you go', 'You make me crazy all this time', 'I got to let you go', 'It`s getting old, i got to let you go', 'You make me crazy all this time', 'I got to let you go', '\n', '(what see you cry!)', '(sexy guitar solo)', '\n', 'I hear you (i hear you)', 'Don`t worry (don`t worry)', 'When i hear you! (when i hear you!)', 'Don`t worry', '\n', 'It`s getting old, i got to let you go', 'You make me crazy all this time', 'I got to let you go', 'It`s getting old, i got to let you go', 'You make me crazy all this time', 'I got to let you go', '\n']",this time i sent the race from the sunshine this time i made you bleed on the outside couse you know i`m about to let you go so tonight i`m gonna let you know  i hear you don`t worry i just act crazy sometimes you know that i`m sorry it`s not the end of the life (life) what see you cry  it`s getting old i got to let you go you make me crazy all this time i got to let you go it`s getting old i got to let you go you make me crazy all this time i got to let you go  next time or don`t you play with your own mind next time you be your self for your own time couse you know i`m about to let you go so tonight i`m gonna let you know  i hear you don`t worry i just act crazy sometimes you know that i`m sorry it`s not the end of the life (life) what see (what see) you (you) cry  it`s getting old i got to let you go you make me crazy all this time i got to let you go it`s getting old i got to let you go you make me crazy all this time i got to let you go  (what see you cry) (sexy guitar solo)  i hear you (i hear you) don`t worry (don`t worry) when i hear you (when i hear you) don`t worry  it`s getting old i got to let you go you make me crazy all this time i got to let you go it`s getting old i got to let you go you make me crazy all this time i got to let you go ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1980873_.txt
0, Like Shit, 55 Escape,  230, 8,39.0,"['I know, im living in the past', 'Turning out my brain, finally think it`s make it last', 'To beggin, to be out as you told me', 'Do you honestly remember what you owe me', '\n', 'Think you know me, think you know me', 'Think you own me too, think you own me too!', '\n', 'You make me feel like shit (like shit)', 'I can`t delay to wait (break it down)', 'You make me feel like shit (that`s right)', 'I can`t delay to wait', '\n', 'Shit! (break it down)', '\n', 'Once more, im living in the past', 'Turning out my brain, finally think it`s make it last', 'To begin to be out as you told me', 'Do you honestly remeber what you own me', '(yeah)', '\n', 'Think you know me, think you know me', 'Think you own me too, think you own me too', '\n', 'You make me feel like shit (like shit)', 'I can`t delay to wait (break it down)', 'You make me feel like shit (that`s right)', 'I can`t delay to wait', '(shit!)', '\n', 'You make me feel like shit', 'I can`t delay to wait', 'You make me feel like shit (like shit)', 'I can`t delay to wait', 'You make feel like shit (you make me feel like shit)', 'I can`t delay to wait (i can`t delay to wait)', 'You make me feel like shit (you make me feel like shit)', 'I can`t delay to wait', '\n']",i know im living in the past turning out my brain finally think it`s make it last to beggin to be out as you told me do you honestly remember what you owe me  think you know me think you know me think you own me too think you own me too  you make me feel like shit (like shit) i can`t delay to wait (break it down) you make me feel like shit (that`s right) i can`t delay to wait  shit (break it down)  once more im living in the past turning out my brain finally think it`s make it last to begin to be out as you told me do you honestly remeber what you own me (yeah)  think you know me think you know me think you own me too think you own me too  you make me feel like shit (like shit) i can`t delay to wait (break it down) you make me feel like shit (that`s right) i can`t delay to wait (shit)  you make me feel like shit i can`t delay to wait you make me feel like shit (like shit) i can`t delay to wait you make feel like shit (you make me feel like shit) i can`t delay to wait (i can`t delay to wait) you make me feel like shit (you make me feel like shit) i can`t delay to wait ],alternativo,E:/coding/github/webscraping_letras/data/raw/lyrics\alternativo___55-escape____55-escape_1980874_.txt
